,simulation,model,scale1_post_mean,scale1_rhat,scale1_ess_bulk,scale1_bias,scale1_abs_bias,scale1_relative_error,scale1_covered,scale1_converged,exponent1_post_mean,exponent1_rhat,exponent1_ess_bulk,exponent1_bias,exponent1_abs_bias,exponent1_relative_error,exponent1_covered,exponent1_converged,scale2_post_mean,scale2_rhat,scale2_ess_bulk,scale2_bias,scale2_abs_bias,scale2_relative_error,scale2_covered,scale2_converged,exponent2_post_mean,exponent2_rhat,exponent2_ess_bulk,exponent2_bias,exponent2_abs_bias,exponent2_relative_error,exponent2_covered,exponent2_converged,weight_post_mean,weight_rhat,weight_ess_bulk,weight_bias,weight_abs_bias,weight_relative_error,weight_covered,weight_converged,q_param_post_mean,q_param_rhat,q_param_ess_bulk,q_param_bias,q_param_abs_bias,q_param_relative_error,q_param_covered,q_param_converged,pi0_post_mean,pi0_rhat,pi0_ess_bulk,pi0_bias,pi0_abs_bias,pi0_relative_error,pi0_covered,pi0_converged,phi_post_mean,phi_rhat,phi_ess_bulk,phi_bias,phi_abs_bias,phi_relative_error,phi_covered,phi_converged,n_fx1,fx1_post_mean_avg,fx1_post_mean_sd,fx1_post_mean_min,fx1_post_mean_max,fx1_bias_mean,fx1_bias_sd,fx1_rmse,fx1_mae,fx1_coverage_rate,fx1_n_covered,fx1_n_rhat_nan,fx1_rhat_mean,fx1_rhat_max,fx1_n_rhat_above_1.01,fx1_ess_bulk_min,fx1_ess_bulk_mean,fx1_n_ess_below_400,n_fx2,fx2_post_mean_avg,fx2_post_mean_sd,fx2_post_mean_min,fx2_post_mean_max,fx2_bias_mean,fx2_bias_sd,fx2_rmse,fx2_mae,fx2_coverage_rate,fx2_n_covered,fx2_n_rhat_nan,fx2_rhat_mean,fx2_rhat_max,fx2_n_rhat_above_1.01,fx2_ess_bulk_min,fx2_ess_bulk_mean,fx2_n_ess_below_400,n_fy1,fy1_post_mean_avg,fy1_post_mean_sd,fy1_post_mean_min,fy1_post_mean_max,fy1_bias_mean,fy1_bias_sd,fy1_rmse,fy1_mae,fy1_coverage_rate,fy1_n_covered,fy1_n_rhat_nan,fy1_rhat_mean,fy1_rhat_max,fy1_n_rhat_above_1.01,fy1_ess_bulk_min,fy1_ess_bulk_mean,fy1_n_ess_below_400,n_fy2,fy2_post_mean_avg,fy2_post_mean_sd,fy2_post_mean_min,fy2_post_mean_max,fy2_bias_mean,fy2_bias_sd,fy2_rmse,fy2_mae,fy2_coverage_rate,fy2_n_covered,fy2_n_rhat_nan,fy2_rhat_mean,fy2_rhat_max,fy2_n_rhat_above_1.01,fy2_ess_bulk_min,fy2_ess_bulk_mean,fy2_n_ess_below_400,n_fz1,fz1_post_mean_avg,fz1_post_mean_sd,fz1_post_mean_min,fz1_post_mean_max,fz1_bias_mean,fz1_bias_sd,fz1_rmse,fz1_mae,fz1_coverage_rate,fz1_n_covered,fz1_n_rhat_nan,fz1_rhat_mean,fz1_rhat_max,fz1_n_rhat_above_1.01,fz1_ess_bulk_min,fz1_ess_bulk_mean,fz1_n_ess_below_400,n_fz2,fz2_post_mean_avg,fz2_post_mean_sd,fz2_post_mean_min,fz2_post_mean_max,fz2_bias_mean,fz2_bias_sd,fz2_rmse,fz2_mae,fz2_coverage_rate,fz2_n_covered,fz2_n_rhat_nan,fz2_rhat_mean,fz2_rhat_max,fz2_n_rhat_above_1.01,fz2_ess_bulk_min,fz2_ess_bulk_mean,fz2_n_ess_below_400
86,86,power_law,4.327,1.0,14487.0,-0.673,0.673,13.459999999999999,1,1,1.969,1.0,15965.0,-0.030999999999999917,0.030999999999999917,1.5499999999999958,1,1,2.688,1.0,19377.0,-2.312,2.312,46.239999999999995,1,1,2.599,1.0,23196.0,0.5990000000000002,0.5990000000000002,29.95000000000001,1,1,0.811,1.0,13557.0,-0.18899999999999995,0.18899999999999995,18.899999999999995,0,1,0.01,1.0,35379.0,0.0,0.0,0.0,1,1,0.327,1.0,38912.0,0.027000000000000024,0.027000000000000024,9.000000000000007,1,1,17.856,1.0,30651.0,-0.14399999999999835,0.14399999999999835,0.7999999999999908,1,1,4,0.091,0.04380068492615156,0.051,0.159,0.091,0.04380068492615156,0.1009925739844272,0.091,1.0,4,0,1.0,1.0,0,6081.0,10551.75,0,4,5.5127500000000005,0.27302689885796977,5.12,5.807,5.5127500000000005,0.27302689885796977,5.51950688467729,5.5127500000000005,1.0,4,0,1.0,1.0,0,21366.0,23265.0,0,4,-0.1815,0.13838623486459917,-0.355,0.013,-0.1815,0.13838623486459917,0.22823890991677998,0.188,1.0,4,0,1.0,1.0,0,25221.0,27582.5,0,4,28.184500000000003,0.9499564463700422,26.719,29.273,28.184500000000003,0.9499564463700422,28.200504561088973,28.184500000000003,1.0,4,0,1.0,1.0,0,18327.0,21380.25,0,4,0.85475,0.02772521415607103,0.818,0.888,0.25475000000000003,0.02772521415607103,0.2562542682571356,0.25475000000000003,0.0,0,0,1.0,1.0,0,6725.0,9265.25,0,4,0.301,0.004743416490252573,0.295,0.308,-0.299,0.004743416490252573,0.2990376230510134,0.299,1.0,4,0,1.0,1.0,0,19551.0,20310.0,0
87,87,power_law,4.191,1.0,12724.0,-0.8090000000000002,0.8090000000000002,16.180000000000003,1,1,2.012,1.0,13643.0,0.01200000000000001,0.01200000000000001,0.6000000000000005,1,1,2.639,1.0,19288.0,-2.361,2.361,47.220000000000006,1,1,2.624,1.0,19963.0,0.6240000000000001,0.6240000000000001,31.200000000000006,1,1,0.821,1.0,11301.0,-0.17900000000000005,0.17900000000000005,17.900000000000006,0,1,0.007,1.0,38170.0,-0.003,0.003,30.0,1,1,0.304,1.0,35818.0,0.0040000000000000036,0.0040000000000000036,1.3333333333333346,1,1,19.116,1.0,33329.0,1.1159999999999997,1.1159999999999997,6.1999999999999975,1,1,4,0.08099999999999999,0.05050247518686585,0.026,0.156,0.08099999999999999,0.05050247518686585,0.09545417748846825,0.08099999999999999,1.0,4,0,1.0,1.0,0,3536.0,9543.25,0,4,5.5235,0.19554858731271899,5.204,5.735,5.5235,0.19554858731271899,5.5269604214251435,5.5235,1.0,4,0,1.0,1.0,0,21015.0,22531.25,0,4,-0.0015000000000000013,0.09038113741262609,-0.137,0.107,-0.0015000000000000013,0.09038113741262609,0.0903935838431025,0.0775,1.0,4,0,1.0,1.0,0,26200.0,29331.75,0,4,28.462,0.9977757764147211,26.91,29.59,28.462,0.9977757764147211,28.479483852415584,28.462,1.0,4,0,1.0,1.0,0,18362.0,21278.25,0,4,0.86175,0.03005307804535172,0.824,0.899,0.26175000000000004,0.03005307804535172,0.2634696377194154,0.26175000000000004,0.0,0,0,1.0,1.0,0,6746.0,8766.25,0,4,0.2965,0.004330127018922198,0.294,0.304,-0.3035,0.004330127018922198,0.30353088804930545,0.3035,1.0,4,0,1.0,1.0,0,19350.0,20089.25,0
88,88,power_law,4.079,1.0,6765.0,-0.9210000000000003,0.9210000000000003,18.420000000000005,1,1,2.008,1.0,4414.0,0.008000000000000007,0.008000000000000007,0.40000000000000036,1,1,3.955,1.02,241.0,-1.045,1.045,20.9,1,0,2.353,1.0,15075.0,0.3530000000000002,0.3530000000000002,17.65000000000001,1,1,0.84,1.0,8909.0,-0.16000000000000003,0.16000000000000003,16.000000000000004,0,1,0.01,1.0,13169.0,0.0,0.0,0.0,1,1,0.306,1.0,4012.0,0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,19.1,1.0,5296.0,1.1000000000000014,1.1000000000000014,6.11111111111112,1,1,4,0.05875,0.0156584641647896,0.043,0.079,0.05875,0.0156584641647896,0.06080090459853373,0.05875,1.0,4,0,1.0074999999999998,1.01,0,462.0,3694.25,0,4,5.105499999999999,0.6600645801737886,4.009,5.723,5.105499999999999,0.6600645801737886,5.147991404421728,5.105499999999999,1.0,4,0,1.005,1.01,0,625.0,3559.25,0,4,-0.11424999999999999,0.17313055045254144,-0.411,0.024,-0.11424999999999999,0.17313055045254144,0.207430108711344,0.12625,0.75,3,0,1.0,1.0,0,1523.0,14225.75,0,4,24.661749999999998,3.9451731505093672,19.679,29.264,24.661749999999998,3.9451731505093672,24.9753138969263,24.661749999999998,0.75,3,0,1.005,1.01,0,977.0,4862.0,0,4,0.8955000000000001,0.010331989159885922,0.878,0.904,0.29550000000000004,0.010331989159885922,0.2956805708868948,0.29550000000000004,0.0,0,0,1.0,1.0,0,4300.0,7182.75,0,4,0.36424999999999996,0.006869315832017049,0.359,0.376,-0.23575,0.006869315832017049,0.23585005829975958,0.23575,1.0,4,0,1.005,1.01,0,1003.0,1678.5,0
89,89,power_law,4.622,1.0,12948.0,-0.3780000000000001,0.3780000000000001,7.560000000000003,1,1,1.994,1.0,14067.0,-0.006000000000000005,0.006000000000000005,0.30000000000000027,1,1,2.694,1.0,11159.0,-2.306,2.306,46.12,1,1,2.61,1.0,15182.0,0.6099999999999999,0.6099999999999999,30.499999999999993,1,1,0.785,1.0,8190.0,-0.21499999999999997,0.21499999999999997,21.499999999999996,0,1,0.015,1.0,28613.0,0.004999999999999999,0.004999999999999999,49.999999999999986,1,1,0.303,1.0,34770.0,0.0030000000000000027,0.0030000000000000027,1.0000000000000009,1,1,17.335,1.0,23963.0,-0.6649999999999991,0.6649999999999991,3.6944444444444398,1,1,4,0.0735,0.053453250602746326,0.039,0.166,0.0735,0.053453250602746326,0.09088179135558454,0.0735,1.0,4,0,1.0,1.0,0,5662.0,11396.0,0,4,5.50675,0.18705664249098447,5.339,5.814,5.50675,0.18705664249098447,5.509926111119821,5.50675,1.0,4,0,1.0,1.0,0,14095.0,17824.5,0,4,-0.1935,0.13363476344125433,-0.374,0.001,-0.1935,0.13363476344125433,0.23516058343183283,0.194,1.0,4,0,1.0,1.0,0,15610.0,20463.25,0,4,28.012,2.4987427838815264,25.287,32.043,28.012,2.4987427838815264,28.123226335184235,28.012,1.0,4,0,1.0,1.0,0,11748.0,13828.25,0,4,0.853,0.01131370849898477,0.837,0.869,0.253,0.01131370849898477,0.25325283808873694,0.253,0.0,0,0,1.0,1.0,0,4007.0,5509.25,0,4,0.2965,0.0033541019662496874,0.291,0.3,-0.3035,0.0033541019662496874,0.3035185332067879,0.3035,1.0,4,0,1.0,1.0,0,14813.0,15603.75,0
90,90,power_law,4.902,1.0,11192.0,-0.09799999999999986,0.09799999999999986,1.959999999999997,1,1,1.993,1.0,11408.0,-0.006999999999999895,0.006999999999999895,0.34999999999999476,1,1,2.994,1.0,14923.0,-2.006,2.006,40.12,1,1,2.531,1.0,14086.0,0.5310000000000001,0.5310000000000001,26.550000000000008,1,1,0.791,1.0,8751.0,-0.20899999999999996,0.20899999999999996,20.899999999999995,0,1,0.019,1.0,26702.0,0.009,0.009,89.99999999999999,1,1,0.311,1.0,16298.0,0.01100000000000001,0.01100000000000001,3.66666666666667,1,1,16.391,1.0,13756.0,-1.6090000000000018,1.6090000000000018,8.938888888888899,1,1,4,0.0845,0.05970971445250764,0.022,0.183,0.0845,0.05970971445250764,0.1034673861658832,0.0845,1.0,4,0,1.0,1.0,0,3920.0,11994.5,0,4,5.258749999999999,0.38747024079276066,4.851,5.859,5.258749999999999,0.38747024079276066,5.273005286361848,5.258749999999999,1.0,4,0,1.0,1.0,0,12695.0,16491.5,0,4,-0.041499999999999995,0.17355186544661513,-0.321,0.154,-0.041499999999999995,0.17355186544661513,0.17844466929555503,0.1275,1.0,4,0,1.0,1.0,0,22469.0,25168.25,0,4,27.331249999999997,5.199468356236048,24.081,36.333,27.331249999999997,5.199468356236048,27.82142515670252,27.331249999999997,1.0,4,0,1.0,1.0,0,8883.0,10342.5,0,4,0.862,0.007582875444051557,0.853,0.874,0.262,0.007582875444051557,0.26210970985448057,0.262,0.0,0,0,1.0,1.0,0,4977.0,6307.5,0,4,0.32675000000000004,0.004085033659592051,0.32,0.33,-0.27325,0.004085033659592051,0.2732805335182145,0.27325,1.0,4,0,1.0,1.0,0,14247.0,14946.0,0
91,91,power_law,4.562,1.0,10444.0,-0.4379999999999997,0.4379999999999997,8.759999999999994,1,1,1.967,1.0,10646.0,-0.03299999999999992,0.03299999999999992,1.649999999999996,1,1,2.656,1.0,16093.0,-2.344,2.344,46.88,1,1,2.664,1.0,16580.0,0.6640000000000001,0.6640000000000001,33.20000000000001,1,1,0.791,1.0,8921.0,-0.20899999999999996,0.20899999999999996,20.899999999999995,0,1,0.005,1.0,26623.0,-0.005,0.005,50.0,1,1,0.293,1.0,25725.0,-0.007000000000000006,0.007000000000000006,2.3333333333333357,1,1,17.712,1.0,11186.0,-0.28800000000000026,0.28800000000000026,1.6000000000000014,1,1,4,0.07750000000000001,0.03812151623427379,0.035,0.13,0.07750000000000001,0.03812151623427379,0.08636839699797606,0.07750000000000001,1.0,4,0,1.0,1.0,0,5500.0,10479.0,0,4,5.38175,0.3997082529795952,4.691,5.641,5.38175,0.3997082529795952,5.39657296346487,5.38175,1.0,4,0,1.0,1.0,0,2665.0,11531.5,0,4,-0.106,0.1402479946380696,-0.348,-0.006,-0.106,0.1402479946380696,0.17579960181979934,0.106,1.0,4,0,1.0,1.0,0,16918.0,21509.0,0,4,28.546999999999997,1.7586720842726762,26.808,30.82,28.546999999999997,1.7586720842726762,28.601121245503645,28.546999999999997,1.0,4,0,1.0,1.0,0,11297.0,13605.75,0,4,0.8582500000000001,0.01020722783129681,0.842,0.87,0.25825,0.01020722783129681,0.2584516395769236,0.25825,0.0,0,0,1.0,1.0,0,4698.0,5903.75,0,4,0.30874999999999997,0.002046338192968114,0.307,0.312,-0.29124999999999995,0.002046338192968114,0.29125718875248385,0.29124999999999995,1.0,4,0,1.0,1.0,0,12759.0,13318.25,0
92,92,power_law,4.697,1.0,11400.0,-0.30299999999999994,0.30299999999999994,6.059999999999999,1,1,1.932,1.0,12262.0,-0.06800000000000006,0.06800000000000006,3.400000000000003,1,1,2.635,1.0,18605.0,-2.365,2.365,47.300000000000004,1,1,2.62,1.0,17835.0,0.6200000000000001,0.6200000000000001,31.000000000000007,1,1,0.774,1.0,7693.0,-0.22599999999999998,0.22599999999999998,22.599999999999998,0,1,0.005,1.0,28531.0,-0.005,0.005,50.0,1,1,0.296,1.0,34174.0,-0.0040000000000000036,0.0040000000000000036,1.3333333333333346,1,1,17.619,1.0,26601.0,-0.3810000000000002,0.3810000000000002,2.116666666666668,1,1,4,0.08875000000000001,0.025420218331084415,0.056,0.123,0.08875000000000001,0.025420218331084415,0.09231874132590848,0.08875000000000001,1.0,4,0,1.0,1.0,0,7916.0,10898.75,0,4,5.549,0.2136550958905498,5.239,5.816,5.549,0.2136550958905498,5.553111695256994,5.549,1.0,4,0,1.0,1.0,0,20296.0,21284.25,0,4,0.049499999999999995,0.04219300889957956,-0.013,0.096,0.049499999999999995,0.04219300889957956,0.06504229393248673,0.056,1.0,4,0,1.0,1.0,0,19276.0,26588.75,0,4,28.39225,0.7379899643626597,27.342,29.304,28.39225,0.7379899643626597,28.401839539896002,28.39225,1.0,4,0,1.0,1.0,0,14989.0,18154.25,0,4,0.84175,0.009256754290786817,0.829,0.855,0.24175,0.009256754290786817,0.24192715845890472,0.24175,0.0,0,0,1.0,1.0,0,4402.0,5312.75,0,4,0.29225,0.0017853571071357141,0.29,0.295,-0.30775,0.0017853571071357141,0.3077551786729185,0.30775,1.0,4,0,1.0,1.0,0,16395.0,16625.0,0
93,93,power_law,4.806,1.0,11388.0,-0.19399999999999995,0.19399999999999995,3.8799999999999986,1,1,2.097,1.0,13042.0,0.09699999999999998,0.09699999999999998,4.849999999999999,1,1,2.729,1.0,16824.0,-2.271,2.271,45.42,1,1,2.58,1.0,23666.0,0.5800000000000001,0.5800000000000001,29.000000000000004,1,1,0.83,1.0,14401.0,-0.17000000000000004,0.17000000000000004,17.000000000000004,0,1,0.012,1.0,36455.0,0.002,0.002,20.0,1,1,0.275,1.0,37810.0,-0.024999999999999967,0.024999999999999967,8.333333333333323,1,1,19.391,1.0,31495.0,1.3909999999999982,1.3909999999999982,7.727777777777768,1,1,4,0.09875,0.03660174176183423,0.048,0.146,0.09875,0.03660174176183423,0.10531500367943782,0.09875,1.0,4,0,1.0,1.0,0,3169.0,7940.0,0,4,5.50625,0.32231070025675523,4.998,5.867,5.50625,0.32231070025675523,5.515675230649463,5.50625,1.0,4,0,1.0,1.0,0,17510.0,22278.5,0,4,-0.01625,0.2105354780078645,-0.339,0.25,-0.01625,0.2105354780078645,0.21116166792294477,0.15625,1.0,4,0,1.0,1.0,0,27250.0,30974.5,0,4,28.777749999999997,1.2318720256179205,27.541,30.738,28.777749999999997,1.2318720256179205,28.804103939369472,28.777749999999997,1.0,4,0,1.0,1.0,0,16635.0,20534.0,0,4,0.879,0.014798648586948755,0.854,0.89,0.279,0.014798648586948755,0.2793921974572662,0.279,0.0,0,0,1.0,1.0,0,5722.0,7931.0,0,4,0.30075,0.0021650635094610984,0.298,0.304,-0.29925,0.002165063509461099,0.29925783197771116,0.29925,1.0,4,0,1.0,1.0,0,20292.0,20541.0,0
94,94,power_law,3.622,1.0,11982.0,-1.3780000000000001,1.3780000000000001,27.560000000000002,0,1,1.836,1.0,11182.0,-0.16399999999999992,0.16399999999999992,8.199999999999996,1,1,3.159,1.0,12654.0,-1.8410000000000002,1.8410000000000002,36.82,1,1,2.408,1.0,17654.0,0.4079999999999999,0.4079999999999999,20.399999999999995,1,1,0.827,1.0,11847.0,-0.17300000000000004,0.17300000000000004,17.300000000000004,0,1,0.004,1.0,27828.0,-0.006,0.006,60.0,0,1,0.301,1.0,31569.0,0.0010000000000000009,0.0010000000000000009,0.33333333333333365,1,1,16.802,1.0,29564.0,-1.1980000000000004,1.1980000000000004,6.655555555555558,1,1,4,0.06175,0.02601321779403694,0.023,0.095,0.06175,0.02601321779403694,0.06700559678116448,0.06175,1.0,4,0,1.0,1.0,0,7289.0,10900.25,0,4,5.337249999999999,0.516892820128119,4.595,6.042,5.337249999999999,0.516892820128119,5.3622211582514945,5.337249999999999,1.0,4,0,1.0,1.0,0,12198.0,17725.25,0,4,0.018750000000000003,0.12573856806883082,-0.105,0.225,0.018750000000000003,0.12573856806883082,0.12712887162246034,0.09824999999999999,1.0,4,0,1.0,1.0,0,23081.0,26191.5,0,4,27.214,3.053237953386535,24.966,32.464,27.214,3.053237953386535,27.384741335276477,27.214,1.0,4,0,1.0,1.0,0,10228.0,13311.5,0,4,0.8725,0.023900836805434263,0.841,0.907,0.2725,0.023900836805434263,0.2735461569826928,0.2725,0.0,0,0,1.0,1.0,0,6022.0,8222.5,0,4,0.33275,0.009010410645470037,0.322,0.347,-0.26725,0.009010410645470037,0.2674018511529043,0.26725,1.0,4,0,1.0,1.0,0,12898.0,13533.75,0
95,95,power_law,3.497,1.0,11085.0,-1.5030000000000001,1.5030000000000001,30.060000000000002,0,1,1.829,1.0,13185.0,-0.17100000000000004,0.17100000000000004,8.550000000000002,1,1,2.908,1.0,18053.0,-2.092,2.092,41.839999999999996,1,1,2.571,1.0,19842.0,0.5710000000000002,0.5710000000000002,28.550000000000008,1,1,0.83,1.0,16519.0,-0.17000000000000004,0.17000000000000004,17.000000000000004,0,1,0.015,1.0,32999.0,0.004999999999999999,0.004999999999999999,49.999999999999986,1,1,0.294,1.0,43084.0,-0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,18.296,1.0,30138.0,0.2959999999999994,0.2959999999999994,1.644444444444441,1,1,4,0.10775,0.056517143416842996,0.022,0.179,0.10775,0.056517143416842996,0.12167271674455206,0.10775,1.0,4,0,1.0,1.0,0,2694.0,5963.25,0,4,5.376,0.5599843747820112,4.603,6.162,5.376,0.5599843747820112,5.405086354536808,5.376,1.0,4,0,1.0,1.0,0,19732.0,20013.0,0,4,0.08725000000000001,0.11974634649959055,-0.081,0.202,0.08725000000000001,0.11974634649959055,0.14816122974651635,0.12775,1.0,4,0,1.0,1.0,0,19214.0,27038.75,0,4,26.638250000000003,1.0586360033080302,24.988,27.676,26.638250000000003,1.0586360033080302,26.65927743300632,26.638250000000003,1.0,4,0,1.0,1.0,0,8202.0,15075.0,0,4,0.8734999999999999,0.04176421913552316,0.803,0.907,0.2735000000000001,0.04176421913552316,0.27667038150116474,0.2735000000000001,0.0,0,0,1.0,1.0,0,6427.0,9123.5,0,4,0.34199999999999997,0.006442049363362545,0.331,0.347,-0.258,0.006442049363362545,0.2580804138248387,0.258,1.0,4,0,1.0,1.0,0,16370.0,16762.5,0
96,96,power_law,4.644,1.0,10042.0,-0.35599999999999987,0.35599999999999987,7.119999999999997,1,1,1.961,1.0,10816.0,-0.038999999999999924,0.038999999999999924,1.9499999999999962,1,1,2.739,1.0,17322.0,-2.261,2.261,45.220000000000006,1,1,2.619,1.0,18416.0,0.6190000000000002,0.6190000000000002,30.95000000000001,1,1,0.773,1.0,9271.0,-0.22699999999999998,0.22699999999999998,22.7,0,1,0.022,1.0,15362.0,0.011999999999999999,0.011999999999999999,119.99999999999997,0,1,0.294,1.0,28158.0,-0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,18.154,1.0,25915.0,0.15399999999999991,0.15399999999999991,0.8555555555555551,1,1,4,0.05825,0.02113498284834885,0.027,0.085,0.05825,0.02113498284834885,0.061965716327659764,0.05825,1.0,4,0,1.0,1.0,0,7016.0,14326.75,0,4,5.390000000000001,0.31190302980253337,4.933,5.713,5.390000000000001,0.31190302980253337,5.39901690125156,5.390000000000001,1.0,4,0,1.0,1.0,0,13080.0,16558.0,0,4,0.013249999999999998,0.1851598971159792,-0.281,0.227,0.013249999999999998,0.1851598971159792,0.18563337523193402,0.15375,1.0,4,0,1.0,1.0,0,14693.0,21882.25,0,4,28.540749999999996,3.252843400396029,24.793,32.817,28.540749999999996,3.252843400396029,28.725518285141522,28.540749999999996,1.0,4,0,1.0,1.0,0,9774.0,13406.5,0,4,0.8460000000000001,0.009874208829065758,0.829,0.853,0.246,0.009874208829065758,0.24619809097553944,0.246,0.0,0,0,1.0,1.0,0,4923.0,5699.75,0,4,0.31525000000000003,0.003112474899497186,0.31,0.318,-0.28475,0.003112474899497186,0.284767010027496,0.28475,1.0,4,0,1.0,1.0,0,13849.0,14789.0,0
97,97,power_law,3.955,1.0,10581.0,-1.045,1.045,20.9,1,1,1.927,1.0,10654.0,-0.07299999999999995,0.07299999999999995,3.6499999999999977,1,1,3.173,1.0,19494.0,-1.827,1.827,36.54,1,1,2.306,1.0,14040.0,0.30600000000000005,0.30600000000000005,15.300000000000002,1,1,0.855,1.0,15395.0,-0.14500000000000002,0.14500000000000002,14.500000000000002,0,1,0.008,1.0,33712.0,-0.002,0.002,20.0,1,1,0.316,1.0,41831.0,0.016000000000000014,0.016000000000000014,5.333333333333338,1,1,16.889,1.0,30905.0,-1.1110000000000007,1.1110000000000007,6.172222222222226,1,1,4,0.11324999999999999,0.06815194421291296,0.04,0.201,0.11324999999999999,0.06815194421291296,0.1321750732929625,0.11324999999999999,1.0,4,0,1.0025,1.01,0,289.0,7408.0,1,4,5.41475,0.24128030897692415,5.082,5.707,5.41475,0.24128030897692415,5.420123038271364,5.41475,1.0,4,0,1.0,1.0,0,22364.0,24875.75,0,4,0.0385,0.12212800661600925,-0.162,0.159,0.0385,0.12212800661600925,0.12805272351652658,0.1195,1.0,4,0,1.0,1.0,0,23842.0,29401.25,0,4,32.60225,4.122502236203152,25.847,37.034,32.60225,4.122502236203152,32.86185828205703,32.60225,1.0,4,0,1.0,1.0,0,12802.0,16451.25,0,4,0.884,0.021529050141611005,0.862,0.919,0.28400000000000003,0.021529050141611005,0.284814852140825,0.28400000000000003,0.0,0,0,1.0,1.0,0,5134.0,9194.75,0,4,0.3255,0.004272001872658769,0.32,0.331,-0.27449999999999997,0.004272001872658769,0.2745332402460583,0.27449999999999997,1.0,4,0,1.0,1.0,0,15528.0,16071.0,0
98,98,power_law,4.273,1.0,11948.0,-0.7270000000000003,0.7270000000000003,14.540000000000006,1,1,1.929,1.0,12905.0,-0.07099999999999995,0.07099999999999995,3.5499999999999976,1,1,2.719,1.0,13560.0,-2.281,2.281,45.620000000000005,1,1,2.655,1.0,15994.0,0.6549999999999998,0.6549999999999998,32.74999999999999,1,1,0.787,1.0,10291.0,-0.21299999999999997,0.21299999999999997,21.299999999999997,0,1,0.003,1.0,24494.0,-0.007,0.007,70.0,0,1,0.301,1.0,33707.0,0.0010000000000000009,0.0010000000000000009,0.33333333333333365,1,1,19.014,1.0,24858.0,1.0139999999999993,1.0139999999999993,5.63333333333333,1,1,4,0.09775,0.06314022093721244,0.015,0.177,0.09775,0.06314022093721244,0.11636902508829401,0.09775,1.0,4,0,1.0,1.0,0,2733.0,9359.0,0,4,5.468,0.40769657835208784,4.776,5.831,5.468,0.40769657835208784,5.4831779562585785,5.468,1.0,4,0,1.0,1.0,0,16579.0,17255.5,0,4,-0.07150000000000001,0.08082542916681607,-0.159,0.043,-0.07150000000000001,0.08082542916681607,0.10791200118615167,0.093,1.0,4,0,1.0,1.0,0,17270.0,19932.0,0,4,26.95225,2.0883563363324757,23.669,29.318,26.95225,2.0883563363324757,27.033035572240127,26.95225,1.0,4,0,1.0,1.0,0,11671.0,13788.25,0,4,0.82925,0.029089302157322357,0.807,0.878,0.22925000000000004,0.029089302157322357,0.23108818663012615,0.22925000000000004,0.0,0,0,1.0,1.0,0,5370.0,7737.75,0,4,0.31525,0.00481534007106456,0.31,0.323,-0.28474999999999995,0.00481534007106456,0.2847907126294676,0.28474999999999995,1.0,4,0,1.0,1.0,0,14689.0,15254.75,0
99,99,power_law,4.853,1.0,12068.0,-0.14700000000000024,0.14700000000000024,2.940000000000005,1,1,2.074,1.0,11568.0,0.07399999999999984,0.07399999999999984,3.699999999999992,1,1,3.041,1.0,21687.0,-1.959,1.959,39.18000000000001,1,1,2.373,1.0,17616.0,0.3730000000000002,0.3730000000000002,18.650000000000013,1,1,0.808,1.0,12187.0,-0.19199999999999995,0.19199999999999995,19.199999999999996,0,1,0.016,1.0,34557.0,0.006,0.006,60.0,1,1,0.284,1.0,38486.0,-0.016000000000000014,0.016000000000000014,5.333333333333338,1,1,18.087,1.0,37698.0,0.08699999999999974,0.08699999999999974,0.4833333333333319,1,1,4,0.1065,0.08721381771256205,0.031,0.255,0.1065,0.08721381771256205,0.13765355062620072,0.1065,1.0,4,0,1.0025,1.01,0,1098.0,10605.75,0,4,5.48475,0.14790769925869293,5.341,5.688,5.48475,0.14790769925869293,5.486743957029524,5.48475,1.0,4,0,1.0,1.0,0,18919.0,23371.75,0,4,0.033999999999999996,0.18993551537298126,-0.171,0.233,0.033999999999999996,0.18993551537298126,0.19295465788625057,0.1895,1.0,4,0,1.0,1.0,0,25195.0,31682.25,0,4,29.9635,4.639467453275214,23.919,35.598,29.9635,4.639467453275214,30.320553927987532,29.9635,1.0,4,0,1.0,1.0,0,12927.0,15882.25,0,4,0.8575,0.011800423721205957,0.841,0.874,0.2575,0.011800423721205955,0.25777024653749314,0.2575,0.0,0,0,1.0,1.0,0,5533.0,7773.5,0,4,0.3035,0.002692582403567254,0.299,0.306,-0.2965,0.002692582403567254,0.2965122257175916,0.2965,1.0,4,0,1.0,1.0,0,16443.0,17268.0,0
